sentence,id,processed_sentences,cluster_label
"Because it - I think it would be  interesting  to see if some features work well with close  mixed,  and -",37534_0,interesting features work close mixed,1
"It - it\'s - it\'s true that it also, it could be  useful to do this exploratory analysis where you\'re looking at scatter plots and so on in both cases",37539_0,true exploratory analysis scatter plots cases,0
"I - I - I - I think that the - the eh parameter we found, eh,",37542_0,eh parameter eh,42
worked,37545_0,worked,51
I - I - I - I think it will be important,37553_0,,0
Ch- Chuck was gonna ask something  I guess ,37572_0,chuck guess,0
"w- I thought it would be -  I thought it would be easier if you used a P_D_A because can\'t you, couldn\'t you like use",37575_0,thought thought easier,4
 I think -,37587_1,,0
I - I think - I think it\'s - it\'s - it\'s a - it\'s an  additional  interesting question,37591_0,additional interesting question,0
"I mean, I think you wanna  know  whether you can do it with one, because",37594_0,wan,37
 you know  it\'s not necessarily true that every device that you\'re trying to do this with will have  two,37595_0,true device,0
"And if they\'re on the access -  on the  axis  of it, that was the other thing I was thinking",37616_0,access axis thing thinking,11
"He -  You  mentioned this last time, that - that if - if you\'re straight down the midline,",37618_0,mentioned time straight midline,39
I - I - I think - Sorry,37632_0,,0
I - I - I think because the- the- the distance between the two microph-,37633_0,distance microph,0
"from my opinion, it\'s an interesting idea",37636_0,opinion interesting idea,29
Oh yeah! Oh I agree! And we use it  ourselves,37644_0,yeah agree,24
"I mean, I know - I n- I know that\'s a very important cue",37646_0,cue,0
"But th- I don\'t think that  matters,  though",37658_0,matters,0
"I think the issue is,",37662_0,issue,0
"""Is there a clean signal coming from only one direction?""",37663_0,clean signal coming direction,0
"If it\'s not coming from just one direction, if it - if th- if there\'s a broader pattern, it means that it\'s more likely there\'s  multiple   people speaking,",37665_0,coming direction broader pattern multiple people speaking,56
that this isn\'t the ideal type of separation,37681_0,ideal type separation,0
" I mean, I - I think it\'s -",37681_1,,0
"Oh, ideal would be to have the wall  filled  with them, but I mean - ",37683_0,ideal wall filled,0
"Well, let me ask you, if - if both people were over there,",37720_0,people,56
it wouldn\'t work,37730_0,work,1
"Good example, the same one I\'m asking",37731_0,good,8
"I mean, it\'s not to say - I mean, I  certainly  think it\'s  extremely  val-  And we - we humans  n- n-  depend  on  you know, these - these binaural cues",37750_0,extremely val humans depend binaural cues,0
I think what you\'re talking about i- there\'s  two  things,37753_0,talking things,33
And I think Dan is still working on it,37773_0,dan working,2
"I mean, the other thing you can do - uh, if - I mean, i- We\'re  assuming  that it would be a big deal just to get somebody - convince somebody to put two microphones in the P_D_A",37777_0,thing uh assuming big deal convince microphones,16
It will be more interesting to study the P_Z_M because the - the - the separation - I - I think -,37789_0,interesting study separation,0
can we do with what we  think  would be the normal situation if some people get together and one of them has a P_D_A,37800_0,normal situation people,56
"That\'s what I was asking about, what are the constraints?",37803_0,constraints,0
" Well, that\'s - that\'s the constraint of one question that I think both Adam and I were - were - were interested in",37806_1,constraint question adam interested,0
It was all in software and they - and you could pick out an individual beam and listen to it,37837_0,software pick individual beam listen,21
"um, I\'m interested in what happens for people,  random  people out in some random place where they\'re p- having an impromptu discussion",37845_0,interested people random people random place impromptu discussion,56
"No, what you need to do is you\'d have",37849_0,,0
"The  other  thing actually, that gets at this a little bit of something  else  I\'d like to do, is what happens if you have two  P_D_As   and they  communicate  with each other?",37852_0,thing bit communicate,11
But  I think  -,37853_0,,0
Network!,37859_0,network,15
But - I think - in terms of -,37874_0,terms,0
"I mean I have some results to present, but I mean I guess we won\'t have time to do that this time",37913_0,guess time time,17
is  also  something that we might wanna discuss in greater length,37915_0,wan discuss greater length,37
"If - if we\'re about to wind down, I think - what  I  would prefer is that we uh, delay the anonymization thing till next week, and I would like to present",37917_0,wind prefer uh delay anonymization thing till week,50
"We still have to do this, too, right?",37919_0,,0
"No- well, we don\'t  have  to do digits",37923_0,digits,0
"O_K, that\'s what I\'m asking",37937_0,,0
"And I think the anonymization, if y- if you want to proceed with that now, I just think that that\'s - that\'s a discussion which  also ",37939_0,anonymization proceed discussion,25
" I really do think that, because you raised a couple of possibilities yourself, you and I have discussed it previously, and there are different ways that people approach it, e- and I think we should -",37941_1,raised couple possibilities discussed ways people approach,56
"We\'re getting enough data now that I\'d sort of like to do it now, before I get overwhelmed with - once we decide how to do it",37945_0,data sort overwhelmed decide,46
 going and dealing with it,37947_0,dealing,0
"I - I\'ll give you the short version, but I do think it\'s an issue that we can\'t resolve in five minutes",37949_0,short version issue resolve minutes,0
for the speaker identifier and also in the text whenever the speaker\'s name is mentioned,37965_0,speaker identifier text speaker mentioned,39
I - I don\'t think you understood what I - what I said,37969_0,understood,0
"uh, so in - within the context of an utterance, someone says ""So, Roger, what do  you  think?""",37972_0,uh context utterance roger,10
"the transcript\'s gonna disagree with the audio, and you won\'t be able to use that",37976_0,transcript disagree audio,0
"and, you know, Liz was mentioning stuff in  a  previous meeting about gaze direction and who\'s - who\'s the  addressee  and all,",37986_0,liz mentioning stuff previous meeting gaze direction addressee,62
" Now, if you want to, you know, I mean, in some cases, I - I - I know that Susan Ervin-Tripp in some of hers, uh, actually did do uh, um, a filter of the s- signal where the person\'s name was mentioned, except",37991_0,cases susan ervin tripp uh uh filter signal person mentioned,7
"Um, how important  is  it for a person to be identified by first name versus  full  name?",37994_0,person identified versus,0
"and  they\'ll  be taking precautions, which are probably even the more  important  ones, to - they\'ll be reviewing the transcripts, to see if there\'s something they don\'t like -  O_K",37999_0,precautions reviewing transcripts,0
"this is a small - this is a small pool, and people who say things about topic X_",38001_0,small small pool people things topic,32
"Now, in terms of like - so I - I did some results, which I\'ll report on n- next time,",38009_0,terms report time,53
which  do  mention individual speakers by  name,38010_0,mention individual speakers,0
You don\'t wanna mention subjects by name,38013_0,wan mention subjects,37
in published reports,38014_0,published reports,0
"Uh, I think - you don\'t wanna have their  full  name to be uh,",38024_0,uh wan uh,37
listed,38026_0,listed,0
"to whom, cuz that can be important",38038_0,cuz,64
I - I\'m thinking too much,38044_0,thinking,6
"and actually you remember -  furthermore,  you remember last time we had this discussion of how",38045_0,remember remember time discussion,25
"you know, I was sort of avoiding mentioning people\'s names,",38046_0,sort avoiding mentioning people names,19
"Well, I would sug- I - I -  don\'t  wanna change the names in the transcript, but that\'s because I\'m focused so much on the  acoustics  instead of on the  discourse,  and so I think that\'s a  really  good  point",38052_0,sug wan change names transcript focused acoustics discourse good point,37
"You\'re  right,  this is going to require more  thought",38055_0,require thought,4
"L- let me just back up this to make a - a brief comment about the, uh, what we\'re covering in the meeting",38057_0,comment uh covering meeting,26
